StockCode,Description,TotalQuantitySold,TotalRevenue,NumberOfOrders,AvgQuantityPerOrder,RevenueShare,CumulativeRevenueShare,ABC_Category,DemandLevel,ReorderRecommendation,CappedAvgQuantityPerOrder,EstimatedReorderQty
22491,PACK OF 12 COLOURED PENCILS,7322,5831.36,360,20.33888888888889,0.00034104754320529534,0.6841075251856056,A,High Demand,High Priority Restock,20.33888888888889,41
20676,RED RETROSPOT BOWL,5020,5827.1900000000005,375,13.386666666666667,0.00034080366043092266,0.6844483288460365,A,High Demand,High Priority Restock,13.386666666666667,27
21746,SMALL RED RETROSPOT WINDMILL,4896,5819.32,329,14.881458966565349,0.00034034338286873715,0.6847886722289052,A,High Demand,High Priority Restock,14.881458966565349,30
84884A,ANT WHITE WIRE HEART SPIRAL,1654,5817.66,269,6.148698884758364,0.0003402462976396104,0.6851289185265448,A,High Demand,High Priority Restock,6.148698884758364,12
22354,RETROSPOT PADDED SEAT CUSHION,1613,5807.77,185,8.718918918918918,0.0003396678802202948,0.6854685864067651,A,High Demand,High Priority Restock,8.718918918918918,17
23172,REGENCY TEA PLATE PINK,3688,5793.28,224,16.464285714285715,0.00033882043144315793,0.6858074068382083,A,High Demand,High Priority Restock,16.464285714285715,33
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3648,5792.07,278,13.122302158273381,0.0003387496644990354,0.6861461565027073,A,High Demand,High Priority Restock,13.122302158273381,26
22979,PANTRY WASHING UP BRUSH,3913,5785.71,304,12.87171052631579,0.00033837769940430867,0.6864845342021115,A,High Demand,High Priority Restock,12.87171052631579,26
22435,SET OF 9 HEART SHAPED BALLOONS,4716,5783.04,445,10.597752808988764,0.0003382215442466168,0.6868227557463581,A,High Demand,High Priority Restock,10.597752808988764,21
85178,VICTORIAN SEWING KIT,5294,5777.54,254,20.84251968503937,0.0003378998763187871,0.6871606556226769,A,High Demand,High Priority Restock,20.84251968503937,42
20973,12 PENCIL SMALL TUBE WOODLAND,9091,5776.55,514,17.686770428015564,0.00033784197609177774,0.6874984975987687,A,High Demand,High Priority Restock,17.686770428015564,35
23247,BISCUIT TIN 50'S CHRISTMAS,2048,5760.52,271,7.557195571955719,0.0003369044602948486,0.6878354020590636,A,High Demand,High Priority Restock,7.557195571955719,15
20754,RETRO RED SPOTTY WASHING UP GLOVES,3011,5747.46,338,8.908284023668639,0.0003361406451789474,0.6881715427042425,A,High Demand,High Priority Restock,8.908284023668639,18
22142,CHRISTMAS CRAFT WHITE FAIRY ,4090,5741.94,429,9.533799533799534,0.0003358178075495619,0.6885073605117921,A,High Demand,High Priority Restock,9.533799533799534,19
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2788,5741.6,405,6.883950617283951,0.00033579792262311434,0.6888431584344151,A,High Demand,High Priority Restock,6.883950617283951,14
22377,BOTTLE BAG RETROSPOT ,3212,5741.29,288,11.152777777777779,0.00033577979224900026,0.6891789382266641,A,High Demand,High Priority Restock,11.152777777777779,22
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2140,5725.34,234,9.145299145299145,0.0003348469552582941,0.6895137851819224,A,High Demand,High Priority Restock,9.145299145299145,18
21498,RED RETROSPOT WRAP ,14022,5724.24,438,32.013698630136986,0.0003347826216727281,0.6898485678035952,A,High Demand,High Priority Restock,32.013698630136986,64
22185,SLATE TILE NATURAL HANGING,3738,5723.6,375,9.968,0.00033474519122294433,0.690183312994818,A,High Demand,High Priority Restock,9.968,20
23485,BOTANICAL GARDENS WALL CLOCK ,259,5719.0,80,3.2375,0.0003344761598651231,0.6905177891546832,A,Medium Demand,Monitor Closely,3.2375,4
22414,DOORMAT NEIGHBOURHOOD WITCH ,1043,5709.31,127,8.21259842519685,0.00033390943946136494,0.6908516985941445,A,Medium Demand,Monitor Closely,8.21259842519685,10
22498,WOODEN REGATTA BUNTING,991,5704.45,294,3.370748299319728,0.000333625201983319,0.6911853237961278,A,Medium Demand,Monitor Closely,3.370748299319728,4
22130,PARTY CONE CHRISTMAS DECORATION ,6896,5704.04,358,19.262569832402235,0.0003336012231014262,0.6915189250192293,A,High Demand,High Priority Restock,19.262569832402235,39
23113,PANTRY CHOPPING BOARD,1138,5695.860000000001,43,26.46511627906977,0.0003331228151651268,0.6918520478343945,A,Medium Demand,Monitor Closely,26.46511627906977,32
79323W,WHITE CHERRY LIGHTS,962,5687.5,98,9.816326530612244,0.00033263387991482556,0.6921846817143092,A,Medium Demand,Monitor Closely,9.816326530612244,12
23296,SET OF 6 TEA TIME BAKING CASES,4877,5684.650000000001,319,15.288401253918495,0.000332467197443132,0.6925171489117524,A,High Demand,High Priority Restock,15.288401253918495,31
21918,SET 12 KIDS COLOUR  CHALK STICKS,14126,5681.2,585,24.147008547008546,0.00033226542392476605,0.6928494143356771,A,High Demand,High Priority Restock,24.147008547008546,48
22849,BREAD BIN DINER STYLE MINT,369,5676.3099999999995,147,2.510204081632653,0.00033197943189438656,0.6931813937675715,A,Medium Demand,Monitor Closely,2.510204081632653,3
20751,FUNKY WASHING UP GLOVES ASSORTED,2736,5652.120000000001,408,6.705882352941177,0.0003305646778627137,0.6935119584454342,A,High Demand,High Priority Restock,6.705882352941177,13
22781,GUMBALL MAGAZINE RACK,768,5633.54,225,3.4133333333333336,0.0003294780251174271,0.6938414364705516,A,Medium Demand,Monitor Closely,3.4133333333333336,4
23204,CHARLOTTE BAG APPLES DESIGN,7039,5632.15,425,16.56235294117647,0.0003293967308593028,0.6941708332014109,A,High Demand,High Priority Restock,16.56235294117647,33
21625,VINTAGE UNION JACK APRON,838,5630.64,245,3.4204081632653063,0.00032930841839184417,0.6945001416198028,A,Medium Demand,Monitor Closely,3.4204081632653063,4
85174,S/4 CACTI CANDLES,1282,5606.82,229,5.598253275109171,0.0003279153038389525,0.6948280569236417,A,High Demand,High Priority Restock,5.598253275109171,11
22045,SPACEBOY GIFT WRAP,13642,5603.64,442,30.86425339366516,0.00032772932129158916,0.6951557862449332,A,High Demand,High Priority Restock,30.86425339366516,62
22971,QUEENS GUARD COFFEE MUG,2365,5603.570000000001,233,10.150214592274677,0.00032772522733614406,0.6954835114722694,A,High Demand,High Priority Restock,10.150214592274677,20
22311,OFFICE MUG WARMER BLACK+SILVER ,1937,5576.95,190,10.194736842105263,0.0003261683545654482,0.6958096798268348,A,High Demand,High Priority Restock,10.194736842105263,20
23311,VINTAGE CHRISTMAS STOCKING ,2199,5564.25,281,7.825622775800712,0.00032542559407755045,0.6961351054209124,A,High Demand,High Priority Restock,7.825622775800712,16
22364,GLASS JAR DIGESTIVE BISCUITS,1893,5556.55,224,8.450892857142858,0.00032497525897858887,0.696460080679891,A,High Demand,High Priority Restock,8.450892857142858,17
21988,PACK OF 6 SKULL PAPER PLATES,7649,5544.05,350,21.854285714285716,0.00032424419550624857,0.6967843248753972,A,High Demand,High Priority Restock,21.854285714285716,44
22855,FINE WICKER HEART ,4612,5541.56,345,13.368115942028986,0.00032409856766255844,0.6971084234430598,A,High Demand,High Priority Restock,13.368115942028986,27
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2161,5532.55,258,8.375968992248062,0.00032357161711169555,0.6974319950601715,A,High Demand,High Priority Restock,8.375968992248062,17
23312,VINTAGE CHRISTMAS GIFT SACK,1364,5523.0,193,7.067357512953368,0.00032301308461882755,0.6977550081447903,A,High Demand,High Priority Restock,7.067357512953368,14
22841,ROUND CAKE TIN VINTAGE GREEN,724,5501.08,282,2.5673758865248226,0.0003217310917137316,0.698076739236504,A,Medium Demand,Monitor Closely,2.5673758865248226,3
22348,TEA BAG PLATE RED SPOTTY ,6866,5496.02,337,20.373887240356083,0.0003214351572201283,0.6983981743937242,A,High Demand,High Priority Restock,20.373887240356083,41
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2320,5493.93,342,6.783625730994152,0.00032131292340755303,0.6987194873171317,A,High Demand,High Priority Restock,6.783625730994152,14
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,1519,5473.05,152,9.993421052631579,0.00032009175498335583,0.6990395790721151,A,High Demand,High Priority Restock,9.993421052631579,20
22331,WOODLAND PARTY BAG + STICKER SET,3460,5456.36,345,10.028985507246377,0.000319115639035087,0.6993586947111502,A,High Demand,High Priority Restock,10.028985507246377,20
22065,CHRISTMAS PUDDING TRINKET POT ,8257,5453.99,333,24.795795795795797,0.0003189770294007313,0.699677671740551,A,High Demand,High Priority Restock,24.795795795795797,50
20979,36 PENCILS TUBE RED RETROSPOT,4516,5450.4400000000005,316,14.291139240506329,0.00031876940737458675,0.6999964411479256,A,High Demand,High Priority Restock,14.291139240506329,29
16161P,WRAP ENGLISH ROSE ,13198,5435.4,440,29.995454545454546,0.0003178897918046669,0.7003143309397303,A,High Demand,High Priority Restock,29.995454545454546,60
22148,EASTER CRAFT 4 CHICKS ,2994,5430.3,243,12.320987654320987,0.0003175915179079521,0.7006319224576383,A,High Demand,High Priority Restock,12.320987654320987,25
21110,LARGE CAKE TOWEL PINK SPOTS,1251,5426.45,229,5.462882096069869,0.00031736635035847126,0.7009492888079968,A,High Demand,High Priority Restock,5.462882096069869,11
21703,BAG 125g SWIRLY MARBLES,14289,5416.09,452,31.61283185840708,0.0003167604449525956,0.7012660492529493,A,High Demand,High Priority Restock,31.61283185840708,63
23118,PARISIENNE JEWELLERY DRAWER ,765,5399.02,225,3.4,0.0003157621046747678,0.7015818113576241,A,Medium Demand,Monitor Closely,3.4,4
21749,LARGE RED SPOT WINDMILL,2894,5390.4,34,85.11764705882354,0.00031525796330424187,0.7018970693209283,A,High Demand,High Priority Restock,41.04028856825748,82
23135,SMALL ZINC HEART WALL ORGANISER,1538,5378.8,42,36.61904761904762,0.00031457953640191014,0.7022116488573302,A,High Demand,High Priority Restock,36.61904761904762,73
23169,CLASSIC GLASS COOKIE JAR,1332,5350.2,248,5.370967741935484,0.0003129068631771956,0.7025245557205074,A,High Demand,High Priority Restock,5.370967741935484,11
22848,BREAD BIN DINER STYLE PINK,350,5339.95,130,2.6923076923076925,0.00031230739112987654,0.7028368631116373,A,Medium Demand,Monitor Closely,2.6923076923076925,3
21768,WALL MOUNTED VINTAGE ORGANISER,447,5339.79,123,3.6341463414634148,0.0003122980335174306,0.7031491611451547,A,Medium Demand,Monitor Closely,3.6341463414634148,4
21207,SKULL AND CROSSBONES  GARLAND ,3480,5337.2,212,16.41509433962264,0.00031214655716596166,0.7034613077023206,A,High Demand,High Priority Restock,16.41509433962264,33
37495,FAIRY CAKE BIRTHDAY CANDLE SET,1500,5337.0,288,5.208333333333333,0.00031213486015040423,0.703773442562471,A,High Demand,High Priority Restock,5.208333333333333,10
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12180,5333.28,662,18.3987915407855,0.00031191729566103574,0.704085359858132,A,High Demand,High Priority Restock,18.3987915407855,37
22168,ORGANISER WOOD ANTIQUE WHITE ,642,5323.8,302,2.1258278145695364,0.0003113628571236129,0.7043967227152557,A,Medium Demand,Monitor Closely,2.1258278145695364,3
22575,METAL MERRY CHRISTMAS WREATH,2807,5321.849999999999,299,9.387959866220736,0.0003112488112219278,0.7047079715264776,A,High Demand,High Priority Restock,9.387959866220736,19
23531,WALL ART BIG LOVE ,960,5319.36,97,9.896907216494846,0.00031110318337823764,0.7050190747098558,A,Medium Demand,Monitor Closely,9.896907216494846,12
21242,RED RETROSPOT PLATE ,3340,5310.5199999999995,272,12.279411764705882,0.00031058617529059856,0.7053296608851464,A,High Demand,High Priority Restock,12.279411764705882,25
21432,SET OF 3 CASES WOODLAND DESIGN,927,5298.650000000001,227,4.083700440528634,0.0003098919574172643,0.7056395528425636,A,Medium Demand,Monitor Closely,4.083700440528634,5
22072,RED RETROSPOT TEA CUP AND SAUCER ,1561,5295.57,299,5.2207357859531776,0.0003097118233776796,0.7059492646659413,A,High Demand,High Priority Restock,5.2207357859531776,10
22746,POPPY'S PLAYHOUSE LIVINGROOM ,2589,5292.02,460,5.628260869565217,0.000309504201351535,0.7062587688672929,A,High Demand,High Priority Restock,5.628260869565217,11
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2635,5288.740000000001,321,8.208722741433021,0.00030931237029639295,0.7065680812375893,A,High Demand,High Priority Restock,8.208722741433021,16
22060,LARGE CAKE STAND HANGING HEARTS,714,5285.22,143,4.993006993006993,0.0003091065028225819,0.7068771877404119,A,Medium Demand,Monitor Closely,4.993006993006993,6
21667,GLASS CAKE COVER AND PLATE,329,5272.549999999999,141,2.3333333333333335,0.00030836549688701776,0.7071855532372989,A,Medium Demand,Monitor Closely,2.3333333333333335,3
22341,LOVE GARLAND PAINTED ZINC ,3332,5252.599999999999,139,23.971223021582734,0.0003071987195851627,0.7074927519568841,A,High Demand,High Priority Restock,23.971223021582734,48
23583,LUNCH BAG PAISLEY PARK  ,3305,5251.25,298,11.090604026845638,0.00030711976473014993,0.7077998717216143,A,High Demand,High Priority Restock,11.090604026845638,22
72756,FAIRY CAKE CANDLES,3841,5230.61,125,30.728,0.00030591263272462165,0.7081057843543389,A,High Demand,High Priority Restock,30.728,61
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2515,5215.5,390,6.448717948717949,0.0003050289231992568,0.7084108132775382,A,High Demand,High Priority Restock,6.448717948717949,13
22437,SET OF 9 BLACK SKULL BALLOONS,6332,5197.6,358,17.687150837988828,0.0003039820403068655,0.7087147953178451,A,High Demand,High Priority Restock,17.687150837988828,35
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3269,5197.17,312,10.477564102564102,0.000303956891723417,0.7090187522095686,A,High Demand,High Priority Restock,10.477564102564102,21
22854,CREAM SWEETHEART EGG HOLDER,1093,5177.95,216,5.060185185185185,0.00030283280852834655,0.709321585018097,A,Medium Demand,Monitor Closely,5.060185185185185,6
22282,12 EGG HOUSE PAINTED WOOD,475,5176.67,143,3.3216783216783217,0.0003027579476287789,0.7096243429657257,A,Medium Demand,Monitor Closely,3.3216783216783217,4
21491,SET OF THREE VINTAGE GIFT WRAPS,2827,5167.049999999999,222,12.734234234234235,0.0003021953211804658,0.7099265382869062,A,High Demand,High Priority Restock,12.734234234234235,25
22460,EMBOSSED GLASS TEALIGHT HOLDER,4259,5162.34,289,14.737024221453288,0.00030191985646408807,0.7102284581433703,A,High Demand,High Priority Restock,14.737024221453288,29
21934,SKULL SHOULDER BAG,3258,5155.7,345,9.443478260869565,0.0003015315155475809,0.7105299896589179,A,High Demand,High Priority Restock,9.443478260869565,19
22899,CHILDREN'S APRON DOLLY GIRL ,2566,5150.78,339,7.569321533923304,0.0003012437689648677,0.7108312334278828,A,High Demand,High Priority Restock,7.569321533923304,15
20676,RED SPOTTY BOWL,4383,5145.87,345,12.704347826086957,0.00030095660723293246,0.7111321900351157,A,High Demand,High Priority Restock,12.704347826086957,25
79067,CORONA MEXICAN TRAY,1454,5143.7,275,5.287272727272727,0.0003008296946141342,0.7114330197297298,A,High Demand,High Priority Restock,5.287272727272727,11
23133,LARGE IVORY HEART WALL ORGANISER,759,5142.91,134,5.664179104477612,0.0003007834914026823,0.7117338032211326,A,Medium Demand,Monitor Closely,5.664179104477612,7
22564,ALPHABET STENCIL CRAFT,4526,5137.01,312,14.506410256410257,0.0003004384294437377,0.7120342416505763,A,High Demand,High Priority Restock,14.506410256410257,29
22660,DOORMAT I LOVE LONDON,831,5136.67,148,5.614864864864865,0.00030041854451729003,0.7123346601950936,A,Medium Demand,Monitor Closely,5.614864864864865,7
22670,FRENCH WC SIGN BLUE METAL,4283,5136.36,315,13.596825396825396,0.000300400414143176,0.7126350606092368,A,High Demand,High Priority Restock,13.596825396825396,27
84832,ZINC WILLIE WINKIE  CANDLE STICK,6166,5127.219999999999,442,13.950226244343892,0.00029986586053220074,0.712934926469769,A,High Demand,High Priority Restock,13.950226244343892,28
21587,COSY HOUR GIANT TUBE MATCHES,2053,5127.15,255,8.050980392156863,0.00029986176657675564,0.7132347882363457,A,High Demand,High Priority Restock,8.050980392156863,16
22333,RETRO SPORT PARTY BAG + STICKER SET,3339,5122.15,218,15.31651376146789,0.00029956934118781955,0.7135343575775335,A,High Demand,High Priority Restock,15.31651376146789,31
23158,SET OF 5 LUCKY CAT MAGNETS ,2536,5117.32,187,13.561497326203208,0.0002992868582621073,0.7138336444357956,A,High Demand,High Priority Restock,13.561497326203208,27
21498,RED SPOTS  WRAP ,12650,5105.0,361,35.041551246537395,0.00029856632210376873,0.7141322107578993,A,High Demand,High Priority Restock,35.041551246537395,70
21078,SET/20 STRAWBERRY PAPER NAPKINS ,6539,5097.7699999999995,537,12.176908752327746,0.00029814347499136705,0.7144303542328907,A,High Demand,High Priority Restock,12.176908752327746,24
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6598,5096.74,528,12.496212121212121,0.00029808323536124627,0.714728437468252,A,High Demand,High Priority Restock,12.496212121212121,25
21900,"KEY FOB , SHED",8033,5094.29,654,12.282874617737003,0.0002979399469206676,0.7150263774151726,A,High Demand,High Priority Restock,12.282874617737003,25
22763,KEY CABINET MA CAMPAGNE,645,5089.59,119,5.420168067226891,0.0002976650670550676,0.7153240424822277,A,Medium Demand,Monitor Closely,5.420168067226891,7
85232B,SET OF 3 BABUSHKA STACKING TINS,1050,5085.5,140,7.5,0.0002974258630869179,0.7156214683453146,A,Medium Demand,Monitor Closely,7.5,9
21154,RED RETROSPOT OVEN GLOVE ,4344,5083.88,344,12.627906976744185,0.0002973311172609026,0.7159187994625755,A,High Demand,High Priority Restock,12.627906976744185,25
21452,TOADSTOOL MONEY BOX,1763,5083.250000000001,328,5.375,0.0002972942716618967,0.7162160937342374,A,High Demand,High Priority Restock,5.375,11
22483,RED GINGHAM TEDDY BEAR ,1812,5080.68,302,6.0,0.0002971439650119835,0.7165132376992495,A,High Demand,High Priority Restock,6.0,12
79029,GLASS HONEYPOT WASP CATCHER,2849,5073.15,292,9.756849315068493,0.0002967035723762457,0.7168099412716257,A,High Demand,High Priority Restock,9.756849315068493,20
84971S,SMALL HEART FLOWERS HOOK ,6206,5053.259999999999,325,19.095384615384614,0.0002955403041790578,0.7171054815758048,A,High Demand,High Priority Restock,19.095384615384614,38
22117,METAL SIGN HER DINNER IS SERVED ,1724,5051.6,196,8.795918367346939,0.0002954432189499311,0.7174009247947547,A,High Demand,High Priority Restock,8.795918367346939,18
23157,SET OF 6 NATIVITY MAGNETS ,2530,5031.55,145,17.448275862068964,0.00029427059314029725,0.717695195387895,A,High Demand,High Priority Restock,17.448275862068964,35
23177,TREASURE ISLAND BOOK BOX,2428,5029.8,214,11.345794392523365,0.0002941682442541696,0.7179893636321492,A,High Demand,High Priority Restock,11.345794392523365,23
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",783,5020.41,127,6.165354330708661,0.0002936190693737476,0.7182829827015229,A,Medium Demand,Monitor Closely,6.165354330708661,7
21242,RED SPOTTY PLATE ,3135,5015.91,247,12.692307692307692,0.0002933558865237051,0.7185763385880466,A,High Demand,High Priority Restock,12.692307692307692,25
46000S,POLYESTER FILLER PAD 40x40cm,3451,5003.95,369,9.35230352303523,0.0002926564049933699,0.7188689949930399,A,High Demand,High Priority Restock,9.35230352303523,19
22595,CHRISTMAS GINGHAM HEART,6125,5000.33,309,19.82200647249191,0.0002924446890117802,0.7191614396820517,A,High Demand,High Priority Restock,19.82200647249191,40
20975,12 PENCILS SMALL TUBE RED SPOTTY,7997,4998.05,304,26.30592105263158,0.0002923113430344253,0.7194537510250861,A,High Demand,High Priority Restock,26.30592105263158,53
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1687,4995.85,162,10.41358024691358,0.00029218267586329343,0.7197459337009494,A,High Demand,High Priority Restock,10.41358024691358,21
21872,GLAMOROUS  MUG,5032,4993.0,285,17.656140350877195,0.00029201599339159984,0.720037949694341,A,High Demand,High Priority Restock,17.656140350877195,35
23132,SMALL IVORY HEART WALL ORGANISER,1008,4989.08,141,7.148936170212766,0.0002917867318866739,0.7203297364262277,A,Medium Demand,Monitor Closely,7.148936170212766,9
22951,60 CAKE CASES DOLLY GIRL DESIGN,9707,4983.61,492,19.729674796747968,0.0002914668185111778,0.7206212032447389,A,High Demand,High Priority Restock,19.729674796747968,39
22845,VINTAGE CREAM CAT FOOD CONTAINER,831,4976.139999999999,287,2.8954703832752613,0.0002910299349801072,0.720912233179719,A,Medium Demand,Monitor Closely,2.8954703832752613,3
22687,DOORMAT CHRISTMAS VILLAGE,837,4966.929999999999,113,7.407079646017699,0.0002904912874136869,0.7212027244671326,A,Medium Demand,Monitor Closely,7.407079646017699,9
40016,CHINESE DRAGON PAPER LANTERNS,15301,4961.12,196,78.06632653061224,0.0002901514891117432,0.7214928759562443,A,High Demand,High Priority Restock,41.04028856825748,82
21730,GLASS STAR FROSTED T-LIGHT HOLDER,1047,4952.09,259,4.042471042471043,0.0002896233688593246,0.7217824993251036,A,Medium Demand,Monitor Closely,4.042471042471043,5
22030,SWALLOWS GREETING CARD,12340,4948.05,601,20.532445923460898,0.0002893870891450642,0.7220718864142487,A,High Demand,High Priority Restock,20.532445923460898,41
22443,GROW YOUR OWN HERBS SET OF 3,648,4945.4400000000005,238,2.722689075630252,0.0002892344430920396,0.7223611208573407,A,Medium Demand,Monitor Closely,2.722689075630252,3
21749,LARGE RED RETROSPOT WINDMILL,2560,4941.0,181,14.143646408839778,0.0002889747693466643,0.7226500956266874,A,High Demand,High Priority Restock,14.143646408839778,28
35004B,SET OF 3 BLACK FLYING DUCKS,1228,4937.8,120,10.233333333333333,0.0002887876170977452,0.7229388832437851,A,High Demand,High Priority Restock,10.233333333333333,20
21528,DAIRY MAID TRADITIONAL TEAPOT ,831,4937.650000000001,215,3.8651162790697673,0.00028877884433607713,0.7232276620881212,A,Medium Demand,Monitor Closely,3.8651162790697673,5
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2502,4935.76,282,8.872340425531915,0.0002886683075390593,0.7235163303956602,A,High Demand,High Priority Restock,8.872340425531915,18
22898,CHILDRENS APRON APPLES DESIGN,2626,4934.6,349,7.5243553008595985,0.0002886004648488261,0.723804930860509,A,High Demand,High Priority Restock,7.5243553008595985,15
22737,RIBBON REEL CHRISTMAS PRESENT ,2998,4925.54,381,7.868766404199475,0.00028807059004407385,0.7240930014505531,A,High Demand,High Priority Restock,7.868766404199475,16
23154,SET OF 4 JAM JAR MAGNETS,2441,4922.01,214,11.406542056074766,0.00028786413771948494,0.7243808655882726,A,High Demand,High Priority Restock,11.406542056074766,23
23556,LANDMARK FRAME COVENT GARDEN ,435,4912.05,52,8.365384615384615,0.0002872816263447242,0.7246681472146174,A,Medium Demand,Monitor Closely,8.365384615384615,10
21069,VINTAGE BILLBOARD TEA MUG,4901,4909.400000000001,178,27.53370786516854,0.0002871266408885881,0.724955273855506,A,High Demand,High Priority Restock,27.53370786516854,55
22335,HEART DECORATION PAINTED ZINC ,8034,4895.1,336,23.910714285714285,0.0002862903042762308,0.7252415641597821,A,High Demand,High Priority Restock,23.910714285714285,48
23310,BUBBLEGUM RING ASSORTED,11891,4894.83,213,55.82629107981221,0.00028627451330522823,0.7255278386730873,A,High Demand,High Priority Restock,41.04028856825748,82
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2944,4893.84,380,7.747368421052632,0.0002862166130782189,0.7258140552861656,A,High Demand,High Priority Restock,7.747368421052632,15
22632,HAND WARMER RED POLKA DOT,2592,4876.2,46,56.34782608695652,0.0002851849363060523,0.7260992402224716,A,High Demand,High Priority Restock,41.04028856825748,82
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,4872.3,196,8.908163265306122,0.00028495684450268214,0.7263841970669743,A,High Demand,High Priority Restock,8.908163265306122,18
22894,TABLECLOTH RED APPLES DESIGN ,541,4861.95,173,3.1271676300578033,0.0002843515239475844,0.7266685485909219,A,Medium Demand,Monitor Closely,3.1271676300578033,4
21155,RED SPOTTY PEG BAG,2561,4858.62,293,8.74061433447099,0.00028415676863855296,0.7269527053595605,A,High Demand,High Priority Restock,8.74061433447099,17
23543,WALL ART KEEP CALM ,958,4853.5,74,12.945945945945946,0.0002838573250402824,0.7272365626846008,A,Medium Demand,Monitor Closely,12.945945945945946,16
22378,WALL TIDY RETROSPOT ,3046,4850.66,288,10.57638888888889,0.00028369122741936663,0.7275202539120201,A,High Demand,High Priority Restock,10.57638888888889,21
22196,SMALL HEART MEASURING SPOONS,5773,4850.5,564,10.23581560283688,0.0002836818698069207,0.727803935781827,A,High Demand,High Priority Restock,10.23581560283688,20
85132C,CHARLIE AND LOLA FIGURES TINS,1919,4843.53,191,10.047120418848168,0.00028327422881474376,0.7280872100106417,A,High Demand,High Priority Restock,10.047120418848168,20
22186,RED STAR CARD HOLDER,1904,4840.84,284,6.704225352112676,0.00028311690395549615,0.7283703269145972,A,High Demand,High Priority Restock,6.704225352112676,13
22842,BISCUIT TIN VINTAGE RED,761,4837.55,212,3.589622641509434,0.00028292448804957617,0.7286532514026468,A,Medium Demand,Monitor Closely,3.589622641509434,4
22534,MAGIC DRAWING SLATE SPACEBOY ,11981,4833.3,461,25.989154013015185,0.0002826759264689805,0.7289359273291158,A,High Demand,High Priority Restock,25.989154013015185,52
21832,CHOCOLATE CALCULATOR,2995,4833.23,281,10.658362989323843,0.00028267183251353534,0.7292185991616293,A,High Demand,High Priority Restock,10.658362989323843,21
84937,KASHMIR FOLKART TUMBLERS,2486,4827.82,83,29.951807228915662,0.00028235542824270646,0.7295009545898721,A,High Demand,High Priority Restock,29.951807228915662,60
22595,GINGHAM HEART DECORATION,5951,4817.33,331,17.978851963746223,0.00028174191977671856,0.7297826965096488,A,High Demand,High Priority Restock,17.978851963746223,36
22156,HEART DECORATION WITH PEARLS ,5717,4816.42,414,13.809178743961352,0.00028168869835593216,0.7300643852080048,A,High Demand,High Priority Restock,13.809178743961352,28
23109,PACK OF SIX LED TEA LIGHTS,1715,4808.55,174,9.85632183908046,0.00028122842079374676,0.7303456136287985,A,High Demand,High Priority Restock,9.85632183908046,20
23126,FELTCRAFT GIRL AMELIE KIT,982,4799.38,255,3.850980392156863,0.00028069211263043794,0.730626305741429,A,Medium Demand,Monitor Closely,3.850980392156863,5
23263,SET OF 3 WOODEN HEART DECORATIONS,3717,4791.58,389,9.555269922879177,0.0002802359290236976,0.7309065416704527,A,High Demand,High Priority Restock,9.555269922879177,19
23162,REGENCY TEA STRAINER,1362,4789.24,142,9.591549295774648,0.00028009907394167544,0.7311866407443943,A,High Demand,High Priority Restock,9.591549295774648,19
21700,BIG DOUGHNUT FRIDGE MAGNETS,5727,4786.83,325,17.62153846153846,0.00027995812490420825,0.7314665988692985,A,High Demand,High Priority Restock,17.62153846153846,35
22610,PENS ASSORTED FUNNY FACE,12170,4764.98,223,54.573991031390136,0.00027868022595455743,0.7317452790952531,A,High Demand,High Priority Restock,41.04028856825748,82
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2280,4745.26,346,6.589595375722543,0.00027752690022059343,0.7320228059954738,A,High Demand,High Priority Restock,6.589595375722543,13
23555,LANDMARK FRAME NOTTING HILL ,419,4730.65,48,8.729166666666666,0.00027667243323412213,0.7322994784287079,A,Medium Demand,Monitor Closely,8.729166666666666,10
23554,LANDMARK FRAME OXFORD STREET,419,4730.65,54,7.7592592592592595,0.00027667243323412213,0.732576150861942,A,Medium Demand,Monitor Closely,7.7592592592592595,9
22433,WATERING CAN GREEN DINOSAUR,2622,4728.62,347,7.556195965417867,0.00027655370852621407,0.7328527045704682,A,High Demand,High Priority Restock,7.556195965417867,15
22180,RETRO SPOT LAMP,490,4718.9,177,2.768361581920904,0.00027598523357012225,0.7331286898040383,A,Medium Demand,Monitor Closely,2.768361581920904,3
